자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
명성카공업사,03,경기도 남양주시 와부읍 덕소로2번길 15,경기도 남양주시 와부읍 덕소리 600-29번지,37.58842269,127.2050745,2005-03-18,754,01,,,,12:00,12:00,031-577-8574,경기도 남양주시,031-590-8617,2020-10-29
쌍용자동차 마석서비스 프라자,03,경기도 남양주시 화도읍 마치로 314,경기도 남양주시 화도읍 묵현리 372-74번지,37.65415725,127.2804334,2005-04-01,331,01,,,,12:00,12:00,031-511-4480,경기도 남양주시,031-590-8617,2020-10-29
동일카센타,03,경기도 남양주시 퇴계원읍 경춘북로 568,경기도 남양주시 퇴계원읍 퇴계원리 199-7번지,37.64844986,127.146653,2005-04-21,117,01,,,,12:00,12:00,031-571-8595,경기도 남양주시,031-590-8617,2020-10-29
도농점 현대자동차,03,경기도 남양주시 가운로 9,경기도 남양주시 다산동 617-11번지,37.60531389,127.1588339,2005-04-26,303,01,,,,12:00,12:00,031-558-8204,경기도 남양주시,031-590-8617,2020-10-29
브니엘카공업사타이어,03,경기도 남양주시 진접읍 장현로 190,경기도 남양주시 진접읍 장현리 230-15번지,37.72394905,127.1909422,2005-06-03,198,01,,,,12:00,12:00,031-571-0788,경기도 남양주시,031-590-8617,2020-10-29
해동카센타,03,경기도 남양주시 호평로68번길 38-4,경기도 남양주시 호평동 131-1번지,37.65361234,127.2500225,2005-06-21,196.8,01,,,,12:00,12:00,031-595-8182,경기도 남양주시,031-590-8617,2020-10-29
신세계자동차공업사,03,경기도 남양주시 오남읍 진건오남로 668-14,경기도 남양주시 오남읍 오남리 187번지,37.69259263,127.2154337,2005-08-05,113.1,01,,,,12:00,12:00,031-528-8777,경기도 남양주시,031-590-8617,2020-10-29
수동점 기아오토큐,03,경기도 남양주시 수동면 비룡로 708,경기도 남양주시 수동면 운수리 122번지,37.70193327,127.3269738,2005-08-17,797,01,,,,12:00,12:00,031-511-5109,경기도 남양주시,031-590-8617,2020-10-29
타이어테크,03,경기도 남양주시 화도읍 비룡로 133,경기도 남양주시 화도읍 묵현리 74-14번지,37.66350301,127.3016627,2005-09-14,494,01,,,,12:00,12:00,031-594-3412,경기도 남양주시,031-590-8617,2020-10-29
조은자동차서비스,01,경기도 남양주시 화도읍 폭포로 25,경기도 남양주시 화도읍 창현리 446-2번지,37.64876568,127.3079085,2005-09-16,1322,01,,,,12:00,12:00,031-511-0911,경기도 남양주시,031-590-8617,2020-10-29
토우자동차공업사,03,경기도 남양주시 화도읍 비룡로 128-1,경기도 남양주시 화도읍 묵현리 72-1번지,37.66340458,127.3024419,2005-11-15,671,01,,,,12:00,12:00,031-593-8664,경기도 남양주시,031-590-8617,2020-10-29
스피드메이트 이마트남양주점,03,경기도 남양주시 늘을2로 27,경기도 남양주시 호평동 637번지,37.65504747,127.2430009,2005-12-14,12493,01,,,,12:00,12:00,031-511-2193,경기도 남양주시,031-590-8617,2020-10-29
오남모터스,02,경기도 남양주시 오남읍 진건오남로 595-9,경기도 남양주시 오남읍 오남리 603번지,37.686511,127.2104178,2006-02-20,892,01,,,,12:00,12:00,031-573-4994,경기도 남양주시,031-590-8617,2020-10-29
3급월드자동차공업사,03,경기도 남양주시 화도읍 비룡로 89,경기도 남양주시 화도읍 마석우리 481-2번지,37.66000518,127.3023228,2000-02-22,86.4,01,,,,12:00,12:00,031-594-3555,경기도 남양주시,031-590-8617,2020-10-29
금곡점현대자동차,03,경기도 남양주시 경춘로 941,경기도 남양주시 금곡동 431-13번지,37.63353245,127.2059868,2000-06-09,1018,01,,,,12:00,12:00,031-591-6002,경기도 남양주시,031-590-8617,2020-10-29
새순카센타,03,경기도 남양주시 와부읍 덕소로 248,경기도 남양주시 와부읍 도곡리 1042-8번지,37.57890207,127.223534,2000-08-30,157,01,,,,12:00,12:00,031-577-3378,경기도 남양주시,031-590-8617,2020-10-29
현대카센타,03,경기도 남양주시 와부읍 덕소로116번길 27,경기도 남양주시 와부읍 덕소리 567-2번지,37.58495515,127.2094225,2001-06-01,94,01,,,,12:00,12:00,031-576-5560,경기도 남양주시,031-590-8617,2020-10-29
남성자동차공업사,02,경기도 남양주시 오남읍 진건오남로 525,경기도 남양주시 오남읍 오남리 494-1번지,37.68046707,127.2096127,2001-09-26,803.8,01,,,,12:00,12:00,031-528-1671,경기도 남양주시,031-590-8617,2020-10-29
카시스,03,경기도 남양주시 미금로128번길 52,경기도 남양주시 다산동 3391-54번지,37.6145489,127.1617533,2001-12-28,467,01,,,,12:00,12:00,031-551-3223,경기도 남양주시,031-590-8617,2020-10-29
경성자동차공업사,03,경기도 남양주시 화도읍 경춘로 2161,경기도 남양주시 화도읍 월산리 316-4번지,37.65355547,127.3279265,1998-08-31,409,01,,,,12:00,12:00,031-593-2466,경기도 남양주시,031-590-8617,2020-10-29
금중자동차공업사,03,경기도 남양주시 화도읍 북한강로 1505,경기도 남양주시 화도읍 금남리 335-9번지,37.64458893,127.3612135,1998-09-23,339,01,,,,12:00,12:00,031-591-7447,경기도 남양주시,031-590-8617,2020-10-29
153모터스,03,경기도 남양주시 화도읍 비룡로 402-1,경기도 남양주시 화도읍 가곡리 136-25번지,37.68526983,127.3087049,1998-10-12,781,01,,,,12:00,12:00,,경기도 남양주시,031-590-8617,2020-10-29
영동카프라자,03,경기도 남양주시 화도읍 수레로 1112,경기도 남양주시 화도읍 차산리 63-14번지,37.6365123,127.3037785,1998-10-28,569,01,,,,12:00,12:00,031-592-7799,경기도 남양주시,031-590-8617,2020-10-29
덕소점현대자동차,03,경기도 남양주시 와부읍 수레로 72,경기도 남양주시 와부읍 덕소리 187-3번지,37.59018488,127.2180197,1998-10-31,647,01,,,,12:00,12:00,031-577-2148,경기도 남양주시,031-590-8617,2020-10-29
오륜카센타,03,경기도 남양주시 진접읍 금강로 1509-12,경기도 남양주시 진접읍 장현리 68-34번지,37.72617529,127.1915332,1998-11-04,178.4,01,,,,12:00,12:00,031-571-9185,경기도 남양주시,031-590-8617,2020-10-29
스마일자동차공업사,03,경기도 남양주시 오남읍 진건오남로 597,경기도 남양주시 오남읍 오남리 259번지,37.68682539,127.210861,1998-11-05,119.25,01,,,,12:00,12:00,031-575-0003,경기도 남양주시,031-590-8617,2020-10-29
수동카독크,03,경기도 남양주시 수동면 비룡로 802,경기도 남양주시 수동면 입석리 330-1번지,37.70913619,127.3223623,1998-11-12,728,01,,,,12:00,12:00,031-594-6110,경기도 남양주시,031-590-8617,2020-10-29
마석종합카센타,03,경기도 남양주시 화도읍 수레로1092번길 19-5,경기도 남양주시 화도읍 차산리 166-4번지,37.63361074,127.3044873,1998-12-02,1121,01,,,,12:00,12:00,031-594-0001,경기도 남양주시,031-590-8617,2020-10-29
인광오토카써비스,03,경기도 남양주시 경춘로1308번길 24-1,경기도 남양주시 평내동 119-6번지,37.65144372,127.2399188,1998-12-15,266,01,,,,12:00,12:00,031-591-7239,경기도 남양주시,031-590-8617,2020-10-29
경기오토자동차공업사,03,경기도 남양주시 오남읍 진건오남로 686,경기도 남양주시 오남읍 오남리 131-4번지,37.69397114,127.2144399,1999-02-24,123.8,01,,,,12:00,12:00,031-574-1186,경기도 남양주시,031-590-8617,2020-10-29
발악모터스,03,경기도 남양주시 와부읍 덕소로71번길 17,경기도 남양주시 와부읍 덕소리 461-2번지,37.58805923,127.2119167,1999-03-12,232.88,01,,,,12:00,12:00,031-577-8800,경기도 남양주시,031-590-8617,2020-10-29
애니카랜드 호평점,03,경기도 남양주시 호평로67번길 10-6,경기도 남양주시 호평동 189-27번지,37.65711369,127.247337,1999-04-23,675,01,,,,12:00,12:00,031-592-7579,경기도 남양주시,031-590-8617,2020-10-29
명진자동차공업사,03,경기도 남양주시 진접읍 진벌로51번길 1,경기도 남양주시 진접읍 팔야리 528-10번지,37.7451878,127.2114062,1999-06-03,198,01,,,,12:00,12:00,031-527-1163,경기도 남양주시,031-590-8617,2020-10-29
삼광카센터,03,경기도 남양주시 화도읍 비룡로 403,경기도 남양주시 화도읍 가곡리 136-1번지,37.68550066,127.3084268,1999-07-12,297,01,,,,12:00,12:00,031-593-5333,경기도 남양주시,031-590-8617,2020-10-29
현대오토서비스,03,경기도 남양주시 홍유릉로 282,경기도 남양주시 금곡동 653번지,37.62725946,127.2016484,1999-07-29,3461,01,,,,12:00,12:00,031-591-8244,경기도 남양주시,031-590-8617,2020-10-29
현대자동차화도점,03,경기도 남양주시 화도읍 경춘로창벌1길 21,경기도 남양주시 화도읍 창현리 727-1번지,37.6501006,127.3034395,1999-10-07,205.5,01,,,,12:00,12:00,031-594-0500,경기도 남양주시,031-590-8617,2020-10-29
에이씨씨오토,03,경기도 남양주시 진건읍 독정로231번길 23,경기도 남양주시 진건읍 용정리 156번지,37.68039408,127.1898369,2018-06-19,604,01,,,,12:00,12:00,,경기도 남양주시,031-590-8617,2020-10-29
공임나라 별내점,03,경기도 남양주시 덕송2로10번길 15-102,경기도 남양주시 별내동 828-1번지,37.66715273,127.1150101,2018-07-04,131.31,01,,,,12:00,12:00,031-528-5185,경기도 남양주시,031-590-8617,2020-10-29
더 세븐 모터스 (THE SEVEN MOTORS),03,경기도 남양주시 별내5로5번길 41,경기도 남양주시 별내동 1087번지,37.65277403,127.114014,2018-07-04,135.39,01,,,,12:00,12:00,031-528-9050,경기도 남양주시,031-590-8617,2020-10-29
명진모터스,03,경기도 남양주시 와부읍 덕소로 51,경기도 남양주시 와부읍 덕소리 590-6번지,37.58768322,127.2088313,2018-07-20,166,01,,,,12:00,12:00,,경기도 남양주시,031-590-8617,2020-10-29
동부오토 금곡점,03,경기도 남양주시 진접읍 경복대로 302,경기도 남양주시 진접읍 금곡리 512번지,37.72532697,127.203607,2018-08-03,660,01,,,,12:00,12:00,031-571-9760,경기도 남양주시,031-590-8617,2020-10-29
오토파워클리닉,03,경기도 남양주시 오남읍 진건오남로 677-126,경기도 남양주시 오남읍 오남리 729-24번지,37.69321595,127.2074806,2018-10-05,198,01,,,,12:00,12:00,031-572-2642,경기도 남양주시,031-590-8617,2020-10-29
다산자동차공업사,03,경기도 남양주시 다산중앙로82번안길 132-44,경기도 남양주시 다산동 6180-6번지,37.61183256,127.1662321,2018-10-10,93.17,01,,,,12:00,12:00,031-553-1060,경기도 남양주시,031-590-8617,2020-10-29
신한 자동차,03,경기도 남양주시 오남읍 경복대로 56,경기도 남양주시 오남읍 양지리 356-1번지,37.7089125,127.1978034,2018-10-26,78,01,,,,12:00,12:00,031-527-4351,경기도 남양주시,031-590-8617,2020-10-29
명진모터스,03,경기도 남양주시 별내면 청학로 93,경기도 남양주시 별내면 청학리 442-17번지,37.70782844,127.116625,2018-11-13,149.6,01,,,,12:00,12:00,031-847-1033,경기도 남양주시,031-590-8617,2020-10-29
오일서비스 남양주점,03,경기도 남양주시 두물로27번길 27,경기도 남양주시 별내동 944-4번지,37.65801622,127.1261252,2018-05-30,123.09,01,,,,12:00,12:00,,경기도 남양주시,031-590-8617,2020-10-29
킹카샵,03,경기도 남양주시 화도읍 마석중앙로 124,경기도 남양주시 화도읍 마석우리 92-8번지,37.65196945,127.3134632,2018-12-05,343,01,,,,12:00,12:00,,경기도 남양주시,031-590-8617,2020-10-29
덱스크루 남양주,03,경기도 남양주시 덕송2로6번길 16-75,경기도 남양주시 별내동 844-2번지,37.66553305,127.1165378,2019-01-29,127.31,01,,,,12:00,12:00,031-572-0528,경기도 남양주시,031-590-8617,2020-10-29
주식회사 시대디자인특장,01,경기도 남양주시 진접읍 남가로131번길 21-14,경기도 남양주시 진접읍 연평리 329-6번지,37.69531603,127.1795339,2019-02-01,1010,01,,,,12:00,12:00,,경기도 남양주시,031-590-8617,2020-10-29
광일자동차공업사,03,경기도 남양주시 와부읍 덕소로 32,경기도 남양주시 와부읍 덕소리 604-18번지,37.58846511,127.2068816,2019-03-21,178,01,,,,12:00,12:00,,경기도 남양주시,031-590-8617,2020-10-29
JJ모터스,03,경기도 남양주시 화도읍 경춘로 2477-34,경기도 남양주시 화도읍 답내리 13-6번지,37.66391838,127.3595116,2019-04-16,678,01,,,,12:00,12:00,,경기도 남양주시,031-590-8617,2020-10-29
인스타모터스,03,경기도 남양주시 별내면 송산로 474,경기도 남양주시 별내면 광전리 363-4번지,37.68394275,127.1358062,2019-05-15,330,01,,,,12:00,12:00,031-575-0711,경기도 남양주시,031-590-8617,2020-10-29
진접현대자동차공업사,01,경기도 남양주시 진접읍 경복대로 451,경기도 남양주시 진접읍 진벌리 654-3번지,37.7357123,127.2138913,2009-03-26,1363,01,,,,12:00,12:00,031-529-7890,경기도 남양주시,031-590-8617,2020-10-29
명안모터스,03,경기도 남양주시 오남읍 경복대로 64,경기도 남양주시 오남읍 양지리 354-9번지,37.70931597,127.1982806,2009-04-14,121.78,01,,,,12:00,12:00,031-571-7199,경기도 남양주시,031-590-8617,2020-10-29
묵현자동차공업사,03,경기도 남양주시 화도읍 먹갓로28번길 59,경기도 남양주시 화도읍 묵현리 367-9번지,37.65672395,127.2810596,2009-06-01,1058,01,,,,12:00,12:00,031-595-8077,경기도 남양주시,031-590-8617,2020-10-29
오토라인,03,경기도 남양주시 화도읍 맷돌로 131,경기도 남양주시 화도읍 마석우리 360-7번지,37.65797115,127.3047498,2009-06-11,321.8,01,,,,12:00,12:00,031-559-9182,경기도 남양주시,031-590-8617,2020-10-29
스피드메이트 도농점,03,경기도 남양주시 경춘로 374,경기도 남양주시 다산동 4137-2번지,37.60494787,127.1562066,1998-04-14,117.61,01,,,,12:00,12:00,031-567-2627,경기도 남양주시,031-590-8617,2020-10-29
내각종합자동차공업사,03,경기도 남양주시 진접읍 내각1로 105,경기도 남양주시 진접읍 내각리 257-11번지,37.70512838,127.1683909,1998-04-14,118.2,01,,,,12:00,12:00,031-571-5805,경기도 남양주시,031-590-8617,2020-10-29
태봉카센타,03,경기도 남양주시 화도읍 비룡로 155-1,경기도 남양주시 화도읍 묵현리 143-3번지,37.66549154,127.3009617,1998-04-30,966,01,,,,12:00,12:00,031-594-8888,경기도 남양주시,031-590-8617,2020-10-29
브라더카센타,03,경기도 남양주시 화도읍 비룡로 378,경기도 남양주시 화도읍 가곡리 138-3번지,37.68362568,127.3067138,2014-10-13,310,01,,,,12:00,12:00,,경기도 남양주시,031-590-8617,2020-10-29
르노삼성자동차서비스 별내점,03,경기도 남양주시 불암로109번길 39,경기도 남양주시 별내동 625-7번지,37.64965556,127.1075391,2014-12-12,392,01,,,,12:00,12:00,031-573-3628,경기도 남양주시,031-590-8617,2020-10-29
모터라인카서비스,03,경기도 남양주시 경춘로 954,경기도 남양주시 금곡동 434-18번지,37.6329071,127.2079461,2015-01-23,99.26,01,,,,12:00,12:00,,경기도 남양주시,031-590-8617,2020-10-29
타이어맥스,03,경기도 남양주시 퇴계원읍 퇴계원로199번길 3,경기도 남양주시 퇴계원읍 퇴계원리 7-1번지,37.66270421,127.1484599,2015-02-04,50.4,01,,,,12:00,12:00,031-529-6279,경기도 남양주시,031-590-8617,2020-10-29
갑오자동차공업사,03,경기도 남양주시 진접읍 진벌로 21,경기도 남양주시 진접읍 팔야리 770-10번지,37.74622413,127.2082458,2007-07-31,161,01,,,,12:00,12:00,031-529-3426,경기도 남양주시,031-590-8617,2020-10-29
현대기아카클리닉,03,경기도 남양주시 평내로 17,경기도 남양주시 평내동 572-6번지,37.64350532,127.2312257,2007-08-03,224.8,01,,,,12:00,12:00,031-593-4572,경기도 남양주시,031-590-8617,2020-10-29
스피드메이트 장수화도점,03,경기도 남양주시 화도읍 경춘로 1712,경기도 남양주시 화도읍 묵현리 372-14번지,37.65523169,127.2817474,2007-08-17,1473,01,,,,12:00,12:00,,경기도 남양주시,031-590-8617,2020-10-29
진주자동차공업사,03,경기도 남양주시 오남읍 양지로 62,경기도 남양주시 오남읍 오남리 556-2번지,37.68471885,127.2069717,2007-09-21,172.4,01,,,,12:00,12:00,031-575-1133,경기도 남양주시,031-590-8617,2020-10-29
스피드메이트 금곡점,03,경기도 남양주시 경춘로 1009,경기도 남양주시 금곡동 158-8번지,37.63513525,127.2135185,2007-10-25,843,01,,,,12:00,12:00,031-515-4052,경기도 남양주시,031-590-8617,2020-10-29
부일카모터스,03,경기도 남양주시 미금로189번길 11-1,경기도 남양주시 다산동 3387-10번지,37.61578047,127.1625077,2007-11-29,238,01,,,,12:00,12:00,031-558-3768,경기도 남양주시,031-590-8617,2020-10-29
월드카 닥터하우스,03,경기도 남양주시 홍유릉로 319,경기도 남양주시 금곡동 677-5번지,37.63067055,127.2029836,2007-12-11,989,01,,,,12:00,12:00,031-591-5911,경기도 남양주시,031-590-8617,2020-10-29
평내현대기아카클리닉,03,경기도 남양주시 평내로161번길 3-9,경기도 남양주시 평내동 594-6번지,37.64735117,127.2422351,2007-12-13,219.2,01,,,,12:00,12:00,031-594-0951,경기도 남양주시,031-590-8617,2020-10-29
영훈카센타,03,경기도 남양주시 진접읍 광릉내로 31,경기도 남양주시 진접읍 부평리 616번지,37.74290378,127.1987532,2007-12-21,96,01,,,,12:00,12:00,031-574-6171,경기도 남양주시,031-590-8617,2020-10-29
유신종합카센타,03,경기도 남양주시 오남읍 진건오남로929번길 7,경기도 남양주시 오남읍 양지리 696-2번지,37.70524201,127.192704,2008-03-04,137.4,01,,,,12:00,12:00,031-575-7093,경기도 남양주시,031-590-8617,2020-10-29
풍양현대모터스,01,경기도 남양주시 오남읍 진건오남로884번길 22-2,경기도 남양주시 오남읍 양지리 193-7번지,37.70524435,127.1985284,2008-03-28,1216,01,,,,12:00,12:00,031-529-9851,경기도 남양주시,031-590-8617,2020-10-29
르노삼성남양주정비사업소,01,경기도 남양주시 진접읍 금강로유연들1길 82,경기도 남양주시 진접읍 내각리 91-4번지,37.70874861,127.1765823,2008-04-03,1649,01,,,,12:00,12:00,031-571-4100,경기도 남양주시,031-590-8617,2020-10-29
이화커먼레일,03,경기도 남양주시 퇴계원읍 경춘북로 540,경기도 남양주시 퇴계원읍 퇴계원리 183-4번지,37.64751649,127.1436372,2008-04-03,68.5,01,,,,12:00,12:00,031-574-3636,경기도 남양주시,031-590-8617,2020-10-29
현대자동차공업사,03,경기도 남양주시 퇴계원읍 퇴계원로 105-2,경기도 남양주시 퇴계원읍 퇴계원리 87-1번지,37.65570565,127.1441739,2008-05-14,139.5,01,,,,12:00,12:00,031-571-6689,경기도 남양주시,031-590-8617,2020-10-29
스피드메이트 동두천점,03,,,,,2012-12-24,131.7,01,2059-12-31,,,,,031-866-8206,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
스피드메이트 지행점,03,,,,,2019-01-11,276.8,01,2059-12-31,,,,,031-868-8368,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
쌍용자동차동두천서비스프라자,03,,,,,2004-11-17,219,01,2059-12-31,,,,,031-868-5350,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
애니카랜드송내점,03,,,,,2004-02-14,111.9,01,2059-12-31,,,,,031-859-6562,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
만도프라자,03,,,,,2016-07-28,422.8,01,2059-12-31,,,,,031-862-9933,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
명성자동차공업사,03,,,,,1999-11-22,247,01,2059-12-31,,,,,031-862-8754,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
보광자동차공업사,03,,,,,2001-08-23,150,01,2059-12-31,,,,,070-7769-6556,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
삼정카 토탈 써비스,03,,,,,2008-03-12,156,01,2059-12-31,,,,,031-864-1001,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
상패공업사,03,,,,,1999-01-15,105.2,01,2059-12-31,,,,,031-862-3748,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
상패 현대서비스,03,,,,,1998-07-01,229,01,2059-12-31,,,,,031-863-4806,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
애니카랜드지행점,03,,,,,1999-05-20,122.5,01,2059-12-31,,,,,031-861-3484,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
생연점 현대자동차,03,,,,,2010-06-18,615,01,2059-12-31,,,,,031-861-1443,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
영상자동차공업사,03,,,,,1999-11-19,130.8,01,2059-12-31,,,,,070-8951-6560,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
영선공업사,03,,,,,1998-11-12,65,01,2059-12-31,,,,,031-867-0988,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
영원자동차정비,03,,,,,1998-06-18,428,01,2059-12-31,,,,,031-863-6846,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
영진자동차공업사,03,,,,,2008-07-10,197,03,2016-11-06,,,,,031-866-3234,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
오토오아시스(동두천지행점),03,,,,,2016-11-15,159.3,01,2059-12-31,,,,,031-866-0951,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
오토오아시스(동두천롯데마트점),03,,,,,2009-10-21,127.6,01,2059-12-31,,,,,031-866-7466,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
우진자동차공업사,03,,,,,2013-04-09,166.5,01,2059-12-31,,,,,070-8292-6439,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
원자동차공업사,03,,,,,2015-01-16,259,01,2059-12-31,,,,,031-868-1213,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
루크공업사,02,,,,,2017-10-27,1012,01,2059-12-31,,,,,031-867-4972,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
신원자동차공업사,02,,,,,2002-09-03,517,01,2059-12-31,,,,,031-867-4387,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
햇빛자동차공업사,02,,,,,2014-02-10,633,03,2018-10-12,,,,,031-863-4864,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
1급동두천공업사,01,,,,,2004-10-29,1143,01,2059-12-31,,,,,031-866-8281,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
대웅자동차공업사,01,,,,,2009-06-04,2675,01,2059-12-31,,,,,031-866-1993,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
동부1급자동차공업사,01,,,,,2009-08-17,3621,01,2059-12-31,,,,,031-867-9911,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
모션현대,01,,,,,2014-01-08,1558,01,2059-12-31,,,,,031-868-0094,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
제일1급자동차공업사,01,,,,,2010-02-11,1590,01,2059-12-31,,,,,031-864-0141,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
JJ모터스,03,,,,,2008-07-22,128,01,2059-12-31,,,,,031-857-1060,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
TOP써비스,03,,,,,2000-04-25,167,01,2059-12-31,,,,,031-862-1686,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
강변자동차공업사,03,,,,,2011-05-02,445,03,2019-04-18,,,,,,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
경환자동차공업사,03,,,,,1998-07-14,113,01,2059-12-31,,,,,031-862-6865,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
공단 자동차공업사,03,,,,,2011-08-16,93,01,2059-12-31,,,,,031-868-3216,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
광산카공업사,03,,,,,1998-06-18,108,01,2059-12-31,,,,,031-865-1396,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
기아 카 크리닉,03,,,,,2011-03-22,817,01,2059-12-31,,,,,031-858-0442,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
기아오토큐 상패점,03,,,,,2007-09-14,495,01,2059-12-31,,,,,031-865-3311,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
기아오토큐,03,,,,,1999-06-28,200.4,01,2059-12-31,,,,,031-863-8582,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
나래 자동차 공업사,03,,,,,2019-10-24,194,01,2059-12-31,,,,,031-863-3330,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
남궁공업사,03,,,,,2014-02-25,138.4,01,2059-12-31,,,,,031-866-9900,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
남두천카센타,03,,,,,1998-11-12,180.2,01,2059-12-31,,,,,031-867-1240,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
대성카센타,03,,,,,1998-11-12,124.8,01,2059-12-31,,,,,031-864-0942,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
중앙자동차공업사,01,,,,,2010-02-18,3189,01,2059-12-31,,,,,031-861-7836,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
탑정비1급공업사,01,,,,,2019-06-12,2013,01,2059-12-31,,,,,031-864-9090,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
한국지엠 수빈모터스,01,,,,,1992-10-29,1235,03,2059-12-31,,,,,031-867-1300,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
한양자동차공업사,01,,,,,2009-07-07,3405,01,2059-12-31,,,,,031-866-6441,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
현대자동차공업(주),01,,,,,2008-10-07,2630,01,2059-12-31,,,,,031-868-2205,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
백룡모터스,01,,,,,2018-03-16,460,02,2059-12-31,,,,,031-857-7274,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
1급 무궁화자동차 공업사,01,,,,,2021-06-17,1983,01,2059-12-31,,,,,031-865-0320,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
유정전문정비센타,03,,,,,1998-06-18,102,01,2059-12-31,,,,,031-861-3443,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
정우자동차공업사,03,,,,,2013-08-30,156.5,03,2016-06-24,,,,,,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
제일공업사,03,,,,,1998-11-12,217.8,01,2059-12-31,,,,,031-864-2307,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
주식회사보성공업,03,,,,,2015-12-29,5722,01,2059-12-31,,,,,031-866-5738,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
중앙카,03,,,,,2004-09-10,129.2,01,2059-12-31,,,,,031-864-2872,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
중앙카센타,03,,,,,2000-01-04,139,01,2059-12-31,,,,,031-866-1777,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
진모터스,03,,,,,2009-09-14,336,01,2059-12-31,,,,,031-868-0982,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
차사랑자동차공업사,03,,,,,2009-01-28,123,01,2059-12-31,,,,,031-866-6650,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
최털보카공업사,03,,,,,2008-08-19,136,03,2013-10-02,,,,,031-867-3106,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
친환경자동차공업사,03,,,,,2010-05-03,255.3,01,2059-12-31,,,,,031-867-4266,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
카케어존,03,,,,,2002-10-15,195.6,01,2059-12-31,,,,,031-861-5055,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
캐스퍼모터스,03,,,,,2011-10-12,792.2,03,2013-11-29,,,,,,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
타이어프로(동두천점),03,,,,,2010-06-15,124,01,2059-12-31,,,,,031-865-6625,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
한일공업사,03,,,,,1998-11-12,118,01,2059-12-31,,,,,031-862-9898,경기도 동두천시청 교통행정과,031-860-2290,2022-02-07
